speaker	role	text	extra
			Annunzio della nomina di un giudice della Corte costituzionale.
ROBERTO GIACHETTI	PRESIDENTE	Desidero precisare che, essendo oggi la Camera convocata per procedere ai primi adempimenti relativi alla propria costituzione, la collocazione dei deputati nell’Aula è libera. Naturalmente tale collocazione non può in alcun modo pregiudicare l’assegnazione dei posti che potrà avvenire solo allorché i gruppi saranno formalmente costituiti.	
			Annunzio dell’elezione del Presidente della Corte costituzionale.
ROBERTO GIACHETTI	PRESIDENTE	Comunico che, in data 24 febbraio 2018, il Presidente della Repubblica ha inviato alla Presidente della Camera la seguente lettera: “Onorevole Presidente, la informo che, con decreto in data odierna, controfirmato dal Presidente del Consiglio dei ministri, ho nominato giudice della Corte costituzionale il professor Francesco Viganò. Con viva cordialità. Firmato: Sergio Mattarella”.	
			Annunzio delle dimissioni di un Ministro.
ROBERTO GIACHETTI	PRESIDENTE	Comunico che, in data 8 marzo 2018, il Presidente della Corte costituzionale ha inviato alla Presidente della Camera la seguente lettera: “Illustre Presidente, ho l’onore di comunicarle, ai sensi dell’articolo 6, della legge n. 87 del 1953, che la Corte costituzionale, oggi riunita nella sua sede del Palazzo della Consulta, mi ha eletto Presidente. Voglia gradire i miei più cordiali saluti. Firmato: Giorgio Lattanzi”.	
			In morte degli onorevoli Giuseppe Galasso, Luciano Faraguti e Giovanni Prandini.
ROBERTO GIACHETTI	PRESIDENTE	Comunico che, in data 14 marzo 2018, il Presidente del Consiglio dei ministri ha inviato alla Presidente della Camera la seguente lettera: “Onorevole Presidente, la informo che il Presidente della Repubblica, con proprio decreto in data odierna, adottato su mia proposta, ha accettato le dimissioni rassegnate dal dottor Maurizio Martina dalla carica di Ministro delle politiche agricole alimentari e forestali. Con il medesimo decreto, il Presidente della Repubblica mi ha conferito l’incarico di reggere ad interim il predetto Dicastero. Firmato: Paolo Gentiloni”.	
			Cordoglio per la scomparsa di Rosalia Guarnieri
ROBERTO GIACHETTI	PRESIDENTE	Comunico che è deceduto l’onorevole Giuseppe Galasso, già membro della Camera dei deputati dalla IX alla XI Legislatura. Comunico, inoltre, che è deceduto l’onorevole Luciano Faraguti, già membro della Camera dei deputati dall’VIII all’XI Legislatura. Comunico, infine, che è deceduto l’onorevole Giovanni Prandini, già membro della Camera deputati dalla VI all’VIII e nella IX Legislatura. La Presidenza della Camera ha già fatto pervenire ai familiari le espressioni della più sentita partecipazione al loro dolore che desidero ora rinnovare a nome dell’Assemblea.	
			Mancata costituzione della Giunta delle elezioni provvisoria.
ROBERTO GIACHETTI	PRESIDENTE	Comunico che, in data 11 marzo 2018, è deceduta Rosalia Guarnieri, candidata alla Camera per la lista Lega nel collegio plurinominale Liguria 1, venuta a mancare prima della sua proclamazione a deputata. Desidero esprimere ai suoi familiari, a nome mio personale e dell’intera Assemblea, il più sentito cordoglio per la sua scomparsa (Applausi).	
			Votazione per l’elezione del Presidente della Camera.
			(Primo scrutinio)
ROBERTO GIACHETTI	PRESIDENTE	L’ordine del giorno reca la costituzione della Giunta delle elezioni provvisoria e la proclamazione dei deputati subentranti. Poiché, tuttavia, non vi sono adempimenti che devono essere svolti da tale organo, non è necessario procedere alla sua costituzione.	
ROBERTO GIACHETTI	PRESIDENTE	L’ordine del giorno reca, quindi, la votazione per schede per l’elezione del Presidente della Camera. Avverto che, a norma dell’articolo 4, comma 2, del Regolamento, trattandosi del primo scrutinio, è richiesta per l’elezione la maggioranza dei due terzi dei componenti la Camera. Conformemente alla prassi relativa alle votazioni per schede, la chiama sarà effettuata secondo l’ordine alfabetico. Avverto, altresì, che ciascun deputato, dopo essere stato chiamato, all’atto di accedere al corridoio di votazione, riceverà dagli assistenti parlamentari una scheda sulla quale potrà indicare un solo nominativo. Le schede recanti più di un nominativo saranno dichiarate nulle. Avverto, inoltre, che, avendo taluni deputati lo stesso cognome, ove si intenda votare per uno di essi, occorrerà indicare sulla scheda - ai fini dell’attribuzione del voto - sia il cognome sia il nome dell’interessato. In mancanza dell’indicazione del nome il voto sarà considerato nullo. Saranno, inoltre, considerate nulle le schede recanti segni di riconoscimento. Prima di procedere alla chiama, avverto che la Presidenza autorizzerà a votare anticipatamente i deputati che ne facciano richiesta per gravi problemi di salute. Per agevolare le operazioni di voto, invito i deputati ad avvicinarsi al banco della Presidenza, seguendo il proprio turno di votazione che sarà evidenziato sul tabellone elettronico, evitando quindi di stazionare nell’emiciclo e di rendere così più difficoltose le operazioni di voto. Indico la votazione per schede per l’elezione del Presidente della Camera. Invito i deputati segretari a procedere alla chiama dei deputati. (Segue la votazione). Dichiaro chiusa la votazione. A norma dell’articolo 6, comma 1, del Regolamento, procederò, coadiuvato dai deputati segretari, allo spoglio delle schede. (Segue lo spoglio delle schede). Comunico il risultato della votazione: Presenti e votanti…..……………620 Maggioranza dei due terzi dei componenti l’Assemblea….. 420. Hanno ottenuto voti: Brunetta 2; Muroni 2; Stumpo 2; Bonafede 1; Ermini 1; Lupi 1; Tripiedi 1. Schede bianche…...592 Schede nulle………..18. Poiché nessun deputato ha ottenuto la maggioranza dei due terzi dei componenti la Camera, prescritta dall’articolo 4, comma 2, del Regolamento, sarà necessario procedere ad una nuova votazione. Hanno preso parte alla votazione: Acquaroli Francesco Acunzo Nicola Adelizzi Cosimo Aiello Davide Aiello Piera Alaimo Roberta Alemanno Maria Soave Amitrano Alessandro Andreuzza Giorgia Angelucci Antonio Angiola Nunzio Annibali Lucia Anzaldi Michele Aprea Valentina Aprile Nadia Aresta Giovanni Luca Ascani Anna Ascari Stefania Azzolina Lucia Badole Mirco Bagnasco Roberto Baldelli Simone Baldino Vittoria Baratto Raffaele Barbuto Elisabetta Maria Barelli Paolo Baroni Annalisa Baroni Massimo Enrico Bartolozzi Giusi Basini Giuseppe Battelli Sergio Battilocchio Alessandro Bazoli Alfredo Bazzaro Alex Bella Marco Bellachioma Giuseppe Ercole Bellucci Maria Teresa Belotti Daniele Benamati Gianluca Bendinelli Davide Benedetti Silvia Benigni Stefano Benvenuto Alessandro Manuel Berardini Fabio Berlinghieri Marina Bersani Pier Luigi Berti Francesco Bianchi Matteo Luigi Biancofiore Michaela Bignami Galeazzo Billi Simone Bilotti Anna Binelli Diego Bisa Ingrid Bitonci Massimo Boccia Francesco Boldi Rossana Boldrini Laura Bologna Fabiola Bonafede Alfonso Bond Dario Boniardi Fabio Massimo Bonomo Francesca Bordo Michele Bordonali Simona Borghese Mario Alejandro Borghi Claudio Borghi Enrico Boschi Maria Elena Braga Chiara Brambilla Michela Vittoria Brescia Giuseppe Brunetta Renato Bruno Bossio Vincenza Bruno Raffaele Bucalo Carmela Buffagni Stefano Buompane Giuseppe Businarolo Francesca Butti Alessio Cabras Pino Cadeddu Luciano Caffaratto Gualtiero Caiata Salvatore Calabria Annagrazia Campana Micaela Cancelleri Azzurra Pia Maria Cannatelli Pasquale Cannizzaro Francesco Cantalamessa Gianluca Cantini Laura Cantone Carla Caon Roberto Caparvi Virginio Capitanio Massimiliano Cappellacci Ugo Cappellani Santi Carabetta Luca Carbonaro Alessandra Cardinale Daniela Carè Nicola Carelli Emilio Caretta Maria Cristina Carfagna Maria Rosaria Carinelli Paola Carnevali Elena Carrara Maurizio Casa Vittoria Casciello Luigi Casino Michele Caso Andrea Cassese Gianpaolo Cassinelli Roberto Castelli Laura Castiello Giuseppina Cataldi Roberto Cattaneo Alessandro Cattoi Maurizio Cattoi Vanessa Cavandoli Laura Ceccanti Stefano Cecchetti Fabrizio Cecconi Andrea Cenni Susanna Centemero Giulio Cestari Emanuele Chiazzese Giuseppe Ciaburro Monica Ciampi Lucia Cillis Luciano Cimino Rosalba Ciprini Tiziana Cirielli Edmondo Coin Dimitri Colaninno Matteo Colla Jari Colletti Andrea Colmellere Angela Colucci Ale Comaroli Silvana Andreina Comencini Vito Cominardi Claudio Conte Federico Corda Emanuela Corneli Valentina Cortelazzo Piergiorgio Costa Enrico Costanzo Jessica Covolo Silvia Crippa Andrea Crippa Davide Cristina Mirella Critelli Francesco Crosetto Guido Cubeddu Sebastiano Cunial Sara Currò Giovanni D'Alessandro Camillo D'Ambrosio Giuseppe D'Arrando Celeste D'Attis Mauro D'Eramo Luigi D'Ettore Felice Maurizio D'Incà Federico D'Ippolito Pino D'Orso Valentina D'Uva Francesco Dadone Fabiana Daga Federica Dal Moro Gian Pietro Dall'Osso Matteo Dara Andrea De Angelis Sara De Carlo Luca De Carlo Sabrina De Filippo Vito De Giorgi Rosalba De Girolamo Carlo Ugo De Lorenzis Diego De Lorenzo Rina De Luca Piero De Maria Andrea De Martini Guido De Menech Roger De Micheli Paola De Toma Massimiliano Deiana Paola Deidda Salvatore Del Barba Mauro Del Basso De Caro Umberto Del Grosso Daniele Del Monaco Antonio Del Re Emanuela Claudia Del Sesto Margherita Della Frera Guido Delmastro Delle Vedove Andrea Delrio Graziano Di Giorgi Rosa Maria Di Lauro Carmen Di Maio Luigi Di Maio Marco Di Muro Flavio Di San Martino Lorenzato Di Ivrea Luis Roberto Di Sarno Gianfranco Di Stasio Iolanda Dieni Federica Donina Giuseppe Cesare Donno Leonardo Donzelli Giovanni Dori Devis Durigon Claudio Ehm Yana Chiara Emiliozzi Mirella Epifani Ettore Guglielmo Ermellino Alessandra Ermini David Fantinati Mattia Fantuz Marica Faro Marialuisa Fasano Vincenzo Fascina Marta Antonia Fassina Stefano Fassino Piero Fatuzzo Carlo Federico Antonio Fedriga Massimiliano Ferraioli Marzia Ferraresi Vittorio Ferrari Roberto Paolo Ferri Cosimo Maria Ferro Wanda Fiano Emanuele Ficara Paolo Fico Roberto Fidanza Carlo Fioramonti Lorenzo Fiorini Benedetta Fitzgerald Nissoli Fucsia Flati Francesca Fogliani Ketty Fontana Gregorio Fontana Ilaria Fontana Lorenzo Forciniti Francesco Formentini Paolo Fornaro Federico Foscolo Sara Foti Tommaso Fraccaro Riccardo Fragomeli Gian Mario Franceschini Dario Frassinetti Paola Frassini Rebecca Frate Flora Fratoianni Nicola Fregolent Silvia Frusone Luca Fugatti Maurizio Furgiuele Domenico Fusacchia Alessandro Gadda Maria Chiara Gagliardi Manuela Gagnarli Chiara Galantino Davide Galizia Francesca Galli Dario Gallinella Filippo Gallo Luigi Garavaglia Massimo Gariglio Davide Gastaldi Flavio Gava Vannia Gebhard Renate Gelmini Mariastella Gemmato Marcello Gerardi Francesca Germanà Antonino Giaccone Andrea Giacomelli Antonello Giacometti Antonietta Giacometto Carlo Giacomoni Sestino Giannone Veronica Giarrizzo Andrea Giglio Vigna Alessandro Giordano Conny Giorgis Andrea Giuliano Carla Giuliodori Paolo Gobbato Claudia Golinelli Guglielmo Grande Marta Gribaudo Chiara Grillo Giulia Grimaldi Nicola Grimoldi Paolo Grippa Carmela Gubitosa Michele Guerini Lorenzo Guidesi Guido Gusmeroli Alberto Luigi Ianaro Angela Iezzi Igor Giancarlo Incerti Antonella Invernizzi Cristian Invidia Niccolò Iorio Marianna Iovino Luigi L'Abbate Giuseppe La Marca Francesca Labriola Vincenza Lacarra Marco Lapia Mara Latini Giorgia Lattanzio Paolo Lazzarini Arianna Legnaioli Donatella Lepri Stefano Librandi Gianfranco Licatini Caterina Liuni Marzio Liuzzi Mirella Lo Monte Carmelo Locatelli Alessandra Lolini Mario Lollobrigida Francesco Lombardo Antonio Longo Fausto Lorefice Marialucia Lorenzin Beatrice Lorenzoni Eva Lorenzoni Gabriele Losacco Alberto Lotti Luca Lovecchio Giorgio Lucaselli Ylenja Lucchini Elena Lupi Maurizio Maccanti Elena Macina Anna Madia Maria Anna Maggioni Marco Magi Riccardo Maglione Pasquale Mammì Stefania Manca Alberto Manca Gavino Mancini Claudio Mandelli Andrea Maniero Alvise Manzato Franco Manzo Teresa Maraia Generoso Marattin Luigi Marchetti Riccardo Augusto Mariani Felice Marin Marco Marino Bernardo Marrocco Patrizia Martina Maurizio Martinciglio Vita Martino Antonio Marzana Maria Maschio Ciro Masi Angela Maturi Filippo Mauri Matteo Mazzetti Erica Melicchio Alessandro Melilli Fabio Meloni Giorgia Menga Rosa Miceli Carmelo Micillo Salvatore Migliore Gennaro Migliorino Luca Milanato Lorena Minardo Antonino Minniti Marco Misiti Carmelo Massimo Molinari Riccardo Mollicone Federico Molteni Nicola Montaruli Augusta Mor Mattia Morani Alessia Morassut Roberto Morelli Alessandro Morgoni Mario Morrone Jacopo Moschioni Daniele Mugnai Stefano Mulè Giorgio Mura Andrea Mura Romina Murelli Elena Muroni Rossella Musella Graziano Nanni Iolanda Napoli Osvaldo Nappi Silvana Nardi Martina Navarra Pietro Nesci Dalila Nevi Raffaele Nitti Michele Nobili Luciano Noja Lisa Novelli Roberto Occhionero Giuseppina Occhiuto Roberto Olgiati Riccardo Orfini Matteo Orlando Andrea Orrico Anna Laura Orsini Andrea Osnato Marco Padoan Pietro Carlo Pagani Alberto Pagano Alessandro Pagano Ubaldo Paita Raffaella Palazzotto Erasmo Pallini Maria Palmieri Antonio Palmisano Valentina Panizzut Massimiliano Paolini Luca Rodolfo Papiro Antonella Parentela Paolo Parisse Martina Parolo Ugo Pastorino Luca Patassini Tullio Patelli Cristina Paternoster Paolo Paxia Maria Laura Pedrazzini Claudio Pella Roberto Pellicani Nicola Pentangelo Antonio Perantoni Mario Perconti Filippo Giuseppe Perego Di Cremnago Matteo Pettarin Guido Germano Pettazzi Lino Pezzopane Stefania Piastra Carlo Picchi Guglielmo Piccoli Nardelli Flavia Pignatone Dedalo Cosimo Gaetano Pini Giuditta Pittalis Pietro Pizzetti Luciano Plangger Albrecht Polidori Catia Pollastrini Barbara Polverini Renata Porchietto Claudia Portas Giacomo Potenti Manfredi Prestigiacomo Stefania Prestipino Patrizia Pretto Erik Umberto Prisco Emanuele Provenza Nicola Quartapelle Procopio Lia Racchella Germano Raciti Fausto Raduzzi Raphael Raffa Angela Raffaelli Elena Rampelli Fabio Ribolla Alberto Ricciardi Riccardo Ripani Elisabetta Rixi Edoardo Rizzetto Walter Rizzo Gianluca Rizzo Nervo Luca Rizzone Marco Romaniello Cristian Romano Andrea Romano Paolo Nicolò Rosato Ettore Rospi Gianluca Rossello Cristina Rossi Andrea Rossini Emanuela Rossini Roberto Rosso Roberto Rostan Michela Rotelli Mauro Rotondi Gianfranco Rotta Alessia Ruffino Daniela Ruggieri Andrea Ruggiero Francesca Anna Ruocco Carla Russo Giovanni Russo Paolo Saccani Jotti Gloria M.R. Saitta Eugenio Salafia Angela Saltamartini Barbara Sangregorio Eugenio Santelli Jole Sapia Francesco Sarli Doriana Sarro Carlo Sarti Giulia Sasso Rossano Savino Elvira Savino Sandra Scagliusi Emanuele Scalfarotto Ivan Scanu Lucia Scerra Filippo Schirò Angela Schullian Manfred Scoma Francesco Scutellà Elisa Segnana Stefania Segneri Enrica Serracchiani Debora Serritella Davide Sgarbi Vittorio Siani Paolo Sibilia Carlo Sibilia Cosimo Silli Giorgio Silvestri Francesco Silvestri Rachele Silvestroni Marco Siracusano Matilde Siragusa Elisa Sisto Francesco Paolo Sodano Michele Sorte Alessandro Soverini Serse Sozzani Diego Spadafora Vincenzo Spadoni Maria Edera Spena Maria Speranza Roberto Spessotto Arianna Sportiello Gilda Squeri Luca Stefani Alberto Stumpo Nicola Suriano Simona Sut Luca Tabacci Bruno Tarantino Leonardo Tartaglione Annaelsa Tasso Antonio Tateo Anna Rita Termini Guia Terzi Claudia Maria Terzoni Patrizia Testamento Rosa Alba Tiramani Paolo Toccafondi Gabriele Tofalo Angelo Tomasi Maura Tombolato Giovanni Battista Tondo Renzo Tonelli Gianni Topo Raffaele Torto Daniela Trancassini Paolo Trano Raffaele Traversi Roberto Tripiedi Davide Tripodi Elisa Tripodi Maria Trizzino Giorgio Troiano Francesca Tucci Riccardo Turri Roberto Tuzi Manuel Ungaro Massimo Vacca Gianluca Valbusa Vania Valente Simone Valentini Valentino Vallascas Andrea Vallotto Sergio Varchi Maria Carolina Varrica Adriano Vazio Franco Verini Walter Versace Giuseppina Vianello Giovanni Vietina Simona Vignaroli Stefano Villani Virginia Villarosa Alessio Mattia Vinci Gianluca Viscomi Antonio Vitiello Catello Vito Elio Viviani Lorenzo Vizzini Gloria Volpi Leda Volpi Raffaele Zan Alessandro Zanella Federica Zanettin Pierantonio Zangrillo Paolo Zanichelli Davide Zanotelli Giulia Zardini Diego Zennaro Antonio Zicchieri Francesco Ziello Edoardo Zoffili Eugenio Zolezzi Alberto Zordan Adolfo Zucconi Riccardo Sono in missione: Ravetto Laura	
			La seduta, sospesa alle 13,20, è ripresa alle 14,05.
ROBERTO GIACHETTI	PRESIDENTE	Sospendo pertanto brevemente la seduta, che riprenderà alle ore 14 per l’annuncio dell’orario del secondo scrutinio.	
			La seduta, sospesa alle 14,06, è ripresa alle 15,30.
			(Secondo scrutinio)
ROBERTO GIACHETTI	PRESIDENTE	Comunico che il secondo scrutinio per l’elezione del Presidente della Camera avverrà a partire dalle ore 15,30. La seduta è sospesa.	
			La seduta, sospesa alle 17,40, è ripresa alle 18.
