speaker	role	text	extra
ROBERTO GIACHETTI	PRESIDENTE	Avverto che ieri, all’esito del terzo scrutinio, per un errore materiale contenuto nel verbale di votazione, è stato comunicato un numero di votanti pari a 604 deputati, in luogo dei 605 che hanno preso parte effettivamente al voto. Il voto in più risulta attribuito al deputato Casciello, che pertanto ha ottenuto un totale di tre preferenze, mentre la maggioranza dei due terzi dei voti è pari a 404. Avverto che il collega Fraccaro, già chiamato a svolgere le funzioni di Segretario provvisorio di Presidenza, ha comunicato di non poter essere presente all’odierna ripresa dei lavori dell’Aula. Chiamo pertanto ad assumere tali funzioni, in sua sostituzione, a norma dell’articolo 2, comma 2, del Regolamento, l’onorevole Milanato, eletta deputata segretaria nella XVI legislatura, che invito a prendere posto al banco della Presidenza.	
ROBERTO GIACHETTI	PRESIDENTE	Passiamo alla votazione per schede per l’elezione del Presidente della Camera. Avverto che, trattandosi del quarto scrutinio, a norma dell’articolo 4, comma 2, del Regolamento, è richiesta per l’elezione la maggioranza assoluta dei voti, computando tra di essi anche le schede bianche, oltre che, ovviamente, le schede nulle, come da prassi assolutamente costante. Il criterio di computare tra i voti anche le schede bianche è stato espressamente definito dalla Giunta per il Regolamento nella sua riunione del 18 maggio 1971. Conformemente alla prassi relativa alla votazione per schede, la chiama sarà effettuata secondo l’ordine alfabetico. Avverto altresì che ciascun deputato, dopo essere stato chiamato, all’atto di accedere al corridoio di votazione, riceverà dagli assistenti parlamentari una scheda sulla quale potrà indicare un solo nominativo e che dovrà essere inserita nell’urna posta al di fuori della cabina. Le schede recanti più di un nominativo saranno dichiarate nulle. Avverto inoltre che, avendo taluni deputati lo stesso cognome, ove si intenda votare per uno di essi occorrerà indicare sulla scheda, ai fini dell’attribuzione del voto, sia il cognome sia il nome dell’interessato. In mancanza dell’indicazione del nome il voto sarà considerato nullo. Saranno inoltre considerate nulle le schede recanti segni di riconoscimento. Prima di procedere alla chiama avverto che la Presidenza autorizzerà a votare anticipatamente i deputati che ne facciano richiesta per gravi problemi di salute. Per agevolare le operazioni di voto invito i deputati ad avvicinarsi al banco della Presidenza, seguendo il proprio turno di votazione, che è evidenziato sul tabellone elettronico, evitando quindi di stazionare nell’emiciclo e di rendere così più difficoltose le operazioni di voto. Indìco la votazione per schede per l’elezione del Presidente della Camera. Invito i deputati segretari a procedere alla chiama dei deputati. (Segue la votazione). Dichiaro chiusa la votazione. A norma dell’articolo 6, comma 1, del Regolamento, procederò, coadiuvato dai deputati segretari, allo spoglio delle schede. Colleghi - vorrei rivolgermi anche ai rappresentanti in pectore dei gruppi -, ora lo spoglio sarà un pochino più delicato, quindi pregherei tutti di stare in silenzio. Chi vuole assistere sia al suo posto, ma sia consentito ai funzionari e ai segretari, che devono fare un lavoro un po’ più complicato di ieri, di farlo in un clima accettabile. Vi ringrazio. Invito i deputati segretari a predisporre il verbale di votazione. (Segue lo spoglio delle schede - Alla lettura della 311ª scheda recante il nome “Roberto Fico” seguono vivi, prolungati applausi – Numerosi deputati si levano in piedi – Si riprende lo spoglio delle schede). Colleghi, è ininfluente, ma solo per vostra informazione: avevamo prima considerato bianca una scheda che non riportava il nome. In realtà, siccome il nome era riportato dietro la scheda, in base al principio che abbiamo utilizzato per tutte le schede nulle, la consideriamo nulla, anziché bianca, ma ciò non incide sulla votazione. (Segue lo spoglio delle schede).	
ROBERTO GIACHETTI	PRESIDENTE	Comunico il risultato della votazione per l’elezione del Presidente della Camera: Presenti e votanti..……………….620 Maggioranza assoluta dei voti ….311. Hanno ottenuto voti: Roberto Fico 422, Roberto Giachetti 102, Riccardo Fraccaro 7, Renato Brunetta 3. Voti dispersi………………5 Schede bianche…….…….60 Schede nulle………..…....21. Proclamo eletto Presidente della Camera l’onorevole Roberto Fico (Vivi, prolungati applausi – I deputati si levano in piedi). Mi recherò immediatamente a comunicare al Presidente eletto il risultato della votazione. Hanno preso parte alla votazione: Acquaroli Francesco Acunzo Nicola Adelizzi Cosimo Aiello Davide Aiello Piera Alaimo Roberta Alemanno Maria Soave Amitrano Alessandro Andreuzza Giorgia Angelucci Antonio Angiola Nunzio Annibali Lucia Anzaldi Michele Aprea Valentina Aprile Nadia Aresta Giovanni Luca Ascani Anna Ascari Stefania Azzolina Lucia Badole Mirco Bagnasco Roberto Baldelli Simone Baldino Vittoria Baratto Raffaele Barbuto Elisabetta Maria Barelli Paolo Baroni Annalisa Baroni Massimo Enrico Bartolozzi Giusi Basini Giuseppe Battelli Sergio Battilocchio Alessandro Bazoli Alfredo Bazzaro Alex Bella Marco Bellachioma Giuseppe Ercole Bellucci Maria Teresa Belotti Daniele Benamati Gianluca Bendinelli Davide Benedetti Silvia Benigni Stefano Benvenuto Alessandro Manuel Berardini Fabio Bergamini Deborah Berlinghieri Marina Bersani Pier Luigi Berti Francesco Bianchi Matteo Luigi Biancofiore Michaela Bignami Galeazzo Billi Simone Bilotti Anna Binelli Diego Bisa Ingrid Bitonci Massimo Boccia Francesco Boldi Rossana Boldrini Laura Bologna Fabiola Bonafede Alfonso Bond Dario Boniardi Fabio Massimo Bonomo Francesca Bordo Michele Bordonali Simona Borghese Mario Alejandro Borghi Claudio Borghi Enrico Boschi Maria Elena Braga Chiara Brescia Giuseppe Brunetta Renato Bruno Bossio Vincenza Bruno Raffaele Bucalo Carmela Buffagni Stefano Buompane Giuseppe Businarolo Francesca Butti Alessio Cabras Pino Cadeddu Luciano Caffaratto Gualtiero Caiata Salvatore Calabria Annagrazia Campana Micaela Cancelleri Azzurra Pia Maria Cannatelli Pasquale Cannizzaro Francesco Cantalamessa Gianluca Cantini Laura Cantone Carla Caon Roberto Caparvi Virginio Capitanio Massimiliano Cappellacci Ugo Cappellani Santi Carabetta Luca Carbonaro Alessandra Cardinale Daniela Carè Nicola Carelli Emilio Caretta Maria Cristina Carfagna Maria Rosaria Carinelli Paola Carnevali Elena Carrara Maurizio Casa Vittoria Casciello Luigi Casino Michele Caso Andrea Cassese Gianpaolo Cassinelli Roberto Castelli Laura Castiello Giuseppina Cataldi Roberto Cattaneo Alessandro Cattoi Maurizio Cattoi Vanessa Cavandoli Laura Ceccanti Stefano Cecchetti Fabrizio Cecconi Andrea Cenni Susanna Centemero Giulio Cestari Emanuele Chiazzese Giuseppe Ciaburro Monica Ciampi Lucia Cillis Luciano Cimino Rosalba Ciprini Tiziana Cirielli Edmondo Coin Dimitri Colaninno Matteo Colla Jari Colletti Andrea Colmellere Angela Colucci Ale Comaroli Silvana Andreina Comencini Vito Cominardi Claudio Conte Federico Corda Emanuela Corneli Valentina Cortelazzo Piergiorgio Costa Enrico Costanzo Jessica Covolo Silvia Crippa Andrea Crippa Davide Cristina Mirella Critelli Francesco Crosetto Guido Cubeddu Sebastiano Cunial Sara Currò Giovanni D'Alessandro Camillo D'Ambrosio Giuseppe D'Arrando Celeste D'Attis Mauro D'Eramo Luigi D'Ettore Felice Maurizio D'Incà Federico D'Ippolito Pino D'Orso Valentina D'Uva Francesco Dadone Fabiana Daga Federica Dal Moro Gian Pietro Dall'Osso Matteo Dara Andrea De Angelis Sara De Carlo Luca De Carlo Sabrina De Filippo Vito De Giorgi Rosalba De Girolamo Carlo Ugo De Lorenzis Diego De Lorenzo Rina De Luca Piero De Maria Andrea De Martini Guido De Menech Roger De Micheli Paola De Toma Massimiliano Deiana Paola Deidda Salvatore Del Barba Mauro Del Basso De Caro Umberto Del Grosso Daniele Del Monaco Antonio Del Re Emanuela Claudia Del Sesto Margherita Della Frera Guido Delmastro Delle Vedove Andrea Delrio Graziano Di Giorgi Rosa Maria Di Lauro Carmen Di Maio Luigi Di Maio Marco Di Muro Flavio Di San Martino Lorenzato Di Ivrea Luis Roberto Di Sarno Gianfranco Di Stasio Iolanda Di Stefano Manlio Dieni Federica Donina Giuseppe Cesare Donno Leonardo Donzelli Giovanni Dori Devis Durigon Claudio Ehm Yana Chiara Emiliozzi Mirella Epifani Ettore Guglielmo Ermellino Alessandra Ermini David Fantinati Mattia Fantuz Marica Faro Marialuisa Fasano Vincenzo Fascina Marta Antonia Fassino Piero Fatuzzo Carlo Federico Antonio Fedriga Massimiliano Ferraioli Marzia Ferraresi Vittorio Ferrari Roberto Paolo Ferri Cosimo Maria Ferro Wanda Fiano Emanuele Ficara Paolo Fico Roberto Fidanza Carlo Fioramonti Lorenzo Fiorini Benedetta Fitzgerald Nissoli Fucsia Flati Francesca Fogliani Ketty Fontana Gregorio Fontana Ilaria Fontana Lorenzo Forciniti Francesco Formentini Paolo Fornaro Federico Foscolo Sara Foti Tommaso Fraccaro Riccardo Fragomeli Gian Mario Franceschini Dario Frassinetti Paola Frassini Rebecca Frate Flora Fratoianni Nicola Fregolent Silvia Frusone Luca Fugatti Maurizio Furgiuele Domenico Fusacchia Alessandro Gadda Maria Chiara Gagliardi Manuela Gagnarli Chiara Galantino Davide Galizia Francesca Galli Dario Gallinella Filippo Gallo Luigi Garavaglia Massimo Gariglio Davide Gastaldi Flavio Gava Vannia Gebhard Renate Gelmini Mariastella Gemmato Marcello Gentiloni Silveri Paolo Gerardi Francesca Germanà Antonino Giaccone Andrea Giacomelli Antonello Giacometti Antonietta Giacometto Carlo Giacomoni Sestino Giannone Veronica Giarrizzo Andrea Giglio Vigna Alessandro Giordano Conny Giorgetti Giancarlo Giorgis Andrea Giuliano Carla Giuliodori Paolo Gobbato Claudia Golinelli Guglielmo Grande Marta Gribaudo Chiara Grillo Giulia Grimaldi Nicola Grimoldi Paolo Grippa Carmela Gubitosa Michele Guerini Lorenzo Guidesi Guido Gusmeroli Alberto Luigi Ianaro Angela Iezzi Igor Giancarlo Incerti Antonella Invernizzi Cristian Invidia Niccolò Iorio Marianna Iovino Luigi L'Abbate Giuseppe La Marca Francesca Labriola Vincenza Lacarra Marco Lapia Mara Latini Giorgia Lattanzio Paolo Lazzarini Arianna Legnaioli Donatella Lepri Stefano Librandi Gianfranco Licatini Caterina Liuni Marzio Liuzzi Mirella Lo Monte Carmelo Locatelli Alessandra Lolini Mario Lollobrigida Francesco Lombardo Antonio Longo Fausto Lorefice Marialucia Lorenzin Beatrice Lorenzoni Eva Lorenzoni Gabriele Losacco Alberto Lotti Luca Lovecchio Giorgio Lucaselli Ylenja Lucchini Elena Lupi Maurizio Maccanti Elena Macina Anna Madia Maria Anna Maggioni Marco Magi Riccardo Maglione Pasquale Mammì Stefania Manca Alberto Manca Gavino Mancini Claudio Mandelli Andrea Maniero Alvise Manzato Franco Manzo Teresa Maraia Generoso Marattin Luigi Marchetti Riccardo Augusto Mariani Felice Marin Marco Marino Bernardo Marrocco Patrizia Martina Maurizio Martinciglio Vita Martino Antonio Marzana Maria Maschio Ciro Masi Angela Maturi Filippo Mauri Matteo Mazzetti Erica Melicchio Alessandro Melilli Fabio Meloni Giorgia Menga Rosa Miceli Carmelo Micillo Salvatore Migliore Gennaro Migliorino Luca Milanato Lorena Minardo Antonino Minniti Marco Misiti Carmelo Massimo Molinari Riccardo Mollicone Federico Molteni Nicola Montaruli Augusta Mor Mattia Morani Alessia Morassut Roberto Morelli Alessandro Morgoni Mario Morrone Jacopo Moschioni Daniele Mugnai Stefano Mulè Giorgio Mura Andrea Mura Romina Murelli Elena Muroni Rossella Musella Graziano Nanni Iolanda Napoli Osvaldo Nappi Silvana Nardi Martina Navarra Pietro Nesci Dalila Nevi Raffaele Nitti Michele Nobili Luciano Noja Lisa Novelli Roberto Occhionero Giuseppina Occhiuto Roberto Olgiati Riccardo Orfini Matteo Orlando Andrea Orrico Anna Laura Orsini Andrea Osnato Marco Padoan Pietro Carlo Pagani Alberto Pagano Alessandro Pagano Ubaldo Paita Raffaella Palazzotto Erasmo Pallini Maria Palmieri Antonio Palmisano Valentina Panizzut Massimiliano Paolini Luca Rodolfo Papiro Antonella Parentela Paolo Parisse Martina Parolo Ugo Pastorino Luca Patassini Tullio Patelli Cristina Paternoster Paolo Paxia Maria Laura Pedrazzini Claudio Pella Roberto Pellicani Nicola Pentangelo Antonio Perantoni Mario Perconti Filippo Giuseppe Perego Di Cremnago Matteo Pettarin Guido Germano Pettazzi Lino Pezzopane Stefania Piastra Carlo Picchi Guglielmo Piccoli Nardelli Flavia Pignatone Dedalo Cosimo Gaetano Pini Giuditta Pittalis Pietro Pizzetti Luciano Plangger Albrecht Polidori Catia Pollastrini Barbara Polverini Renata Porchietto Claudia Portas Giacomo Potenti Manfredi Prestigiacomo Stefania Prestipino Patrizia Pretto Erik Umberto Prisco Emanuele Provenza Nicola Quartapelle Procopio Lia Racchella Germano Raciti Fausto Raduzzi Raphael Raffa Angela Raffaelli Elena Rampelli Fabio Ravetto Laura Ribolla Alberto Ricciardi Riccardo Ripani Elisabetta Rixi Edoardo Rizzetto Walter Rizzo Gianluca Rizzo Nervo Luca Rizzone Marco Romaniello Cristian Romano Andrea Romano Paolo Nicolò Rosato Ettore Rospi Gianluca Rossello Cristina Rossi Andrea Rossini Emanuela Rossini Roberto Rosso Roberto Rostan Michela Rotelli Mauro Rotondi Gianfranco Rotta Alessia Ruffino Daniela Ruggiero Francesca Anna Ruocco Carla Russo Giovanni Russo Paolo Saccani Jotti Gloria M.R. Saitta Eugenio Salafia Angela Saltamartini Barbara Sangregorio Eugenio Santelli Jole Sapia Francesco Sarli Doriana Sarti Giulia Sasso Rossano Savino Elvira Savino Sandra Scagliusi Emanuele Scalfarotto Ivan Scanu Lucia Scerra Filippo Schirò Angela Schullian Manfred Scoma Francesco Scutellà Elisa Segnana Stefania Segneri Enrica Sensi Filippo Serracchiani Debora Serritella Davide Siani Paolo Sibilia Carlo Sibilia Cosimo Silli Giorgio Silvestri Francesco Silvestri Rachele Silvestroni Marco Siracusano Matilde Siragusa Elisa Sisto Francesco Paolo Sodano Michele Sorte Alessandro Soverini Serse Sozzani Diego Spadafora Vincenzo Spadoni Maria Edera Spena Maria Speranza Roberto Spessotto Arianna Sportiello Gilda Stefani Alberto Stumpo Nicola Suriano Simona Sut Luca Tabacci Bruno Tarantino Leonardo Tartaglione Annaelsa Tasso Antonio Tateo Anna Rita Termini Guia Terzi Claudia Maria Terzoni Patrizia Testamento Rosa Alba Tiramani Paolo Toccafondi Gabriele Tofalo Angelo Tomasi Maura Tombolato Giovanni Battista Tondo Renzo Tonelli Gianni Topo Raffaele Torto Daniela Trancassini Paolo Trano Raffaele Traversi Roberto Tripiedi Davide Tripodi Elisa Tripodi Maria Trizzino Giorgio Troiano Francesca Tucci Riccardo Turri Roberto Tuzi Manuel Ungaro Massimo Vacca Gianluca Valbusa Vania Valente Simone Valentini Valentino Vallascas Andrea Vallotto Sergio Varchi Maria Carolina Varrica Adriano Vazio Franco Verini Walter Versace Giuseppina Vianello Giovanni Vietina Simona Vignaroli Stefano Villani Virginia Villarosa Alessio Mattia Vinci Gianluca Viscomi Antonio Vitiello Catello Vito Elio Viviani Lorenzo Vizzini Gloria Volpi Leda Volpi Raffaele Zan Alessandro Zanella Federica Zanettin Pierantonio Zangrillo Paolo Zanichelli Davide Zanotelli Giulia Zardini Diego Zennaro Antonio Zicchieri Francesco Ziello Edoardo Zoffili Eugenio Zolezzi Alberto Zordan Adolfo Zucconi Riccardo	
			La seduta, sospesa alle 13,15, è ripresa alle 13,40.
			Insediamento e discorso del Presidente della Camera.
ROBERTO GIACHETTI	PRESIDENTE	Sospendo la seduta.	
			PRESIDENZA DEL PRESIDENTE ROBERTO FICO
ROBERTO FICO	PRESIDENTE	Invito il Presidente della Camera dei deputati, Roberto Fico, ad assumere la Presidenza (Il Presidente della Camera fa il suo ingresso in Aula, sale al banco della Presidenza e scambia un saluto con il Presidente provvisorio Roberto Giachetti – Vivi applausi – I deputati si levano in piedi).	
			Invito alla costituzione dei gruppi parlamentari.
ROBERTO FICO	PRESIDENTE	Signore deputate, signori deputati, sono emozionato nel rivolgermi oggi, in quest’Aula, a tutti voi e a tutti i cittadini. Vi ringrazio per la fiducia che mi avete accordato con un incarico di così alta responsabilità. Onorerò il mio impegno con la massima imparzialità e il massimo rigore. Desidero innanzitutto rivolgere il saluto mio e di quest’Aula al Presidente della Repubblica, Sergio Mattarella (Applausi), garante degli equilibri e dei valori costituzionali, valori che, per essere affermati nella nostra Costituzione, hanno richiesto il sacrificio di tanti uomini e tante donne nella lotta contro il nazifascismo. Vogliamo ricordare quel sacrificio con particolare commozione proprio oggi, nell’anniversario dell’eccidio delle Fosse Ardeatine (Applausi). Rivolgo, inoltre, il mio saluto alla Presidente Laura Boldrini, che mi ha preceduto in questo importante incarico, alla Presidente del Senato, Maria Elisabetta Alberti Casellati, e al Presidente della Corte costituzionale (Applausi). Mi perdonerete se cercherò di esprimere con un breve cenno personale l’emozione di rivolgermi, oggi, a questa Assemblea. Il mio impegno di cittadino nella vita pubblica, condiviso con tante altre persone, ha avuto inizio nella difesa del territorio e dei beni comuni. Negli anni l’impegno è andato oltre la dimensione locale e ha raggiunto una dimensione nazionale, rendendomi portavoce di tutti i cittadini e, oggi, ad avere la responsabilità di rappresentare questa Assemblea. Non vi nascondo che, se ripenso a questo percorso, a come è nato e mi ha condotto su una strada inaspettata - totalmente, direi, inaspettata -, la giornata di oggi assume un significato che mi tocca umanamente nel profondo. Ci troviamo nel luogo in cui si esprime la sovranità popolare, il luogo della proposta, dell’ascolto e dell’analisi di scelte destinate a incidere sulla vita di milioni di cittadini italiani. Sento personalmente questa grande responsabilità. Questo è il luogo dove il futuro può prendere forma e intendiamo costruirlo insieme, a partire da oggi, con l’unico interesse del bene collettivo, perché abbiamo il compito di servire un’intera nazione. Dobbiamo far sì che in quest’Aula i cittadini possano sentirsi rappresentati, vedendola come un punto di riferimento in cui tornare a riporre la propria fiducia. Ed è proprio ai cittadini che penso, quando invito tutti noi a riflettere sulla necessità che il Parlamento ritrovi la centralità che gli è garantita dalla Costituzione: obiettivo determinante per affrontare non soltanto le sfide interne, ma anche per dare nuovo valore all’idea stessa di Europa e affrontare le grandi sfide globali della nostra epoca. La questione della centralità del Parlamento ha attraversato la storia costituzionale del nostro Paese con declinazioni e sfumature diverse. Vorrei provare a dirvi cosa è per me oggi la centralità del Parlamento e come possiamo contribuire a riaffermarla ai nostri giorni. In un contesto in cui il rapporto tra potere legislativo e potere esecutivo continua ad essere caratterizzato dall’abuso di strumenti che dovrebbero essere residuali, in cui poteri e competenze sono spesso trasferiti in altre sedi decisionali, in cui gli interessi sono frammentati e le leggi sono sempre più settoriali e tecniche, dobbiamo impegnarci a difendere il Parlamento da chi cerca di influenzare i tempi e le scelte a proprio vantaggio personale (Applausi). Abbiamo provato tante volte la sensazione amara di essere esposti a pressioni esterne inaccettabili. La massima apertura e la costruzione di rapporti, anche all’esterno del Parlamento, sono un contributo fondamentale al processo democratico, ma voglio affermare con forza che le decisioni finali devono maturare solo e soltanto nelle Commissioni e nell’Aula, perché soltanto un lavoro indipendente può dare vita a leggi di qualità. Per questo motivo voglio affermare con decisione che non consentirò scorciatoie né forzature nel dibattito parlamentare (Applausi). Un Parlamento centrale, per me, è un Parlamento in cui i cittadini possono fidarsi e possono farlo perché sanno che qui è perseguito esclusivamente l’interesse generale, qui sono esaminate le loro proposte di legge, qui si realizza la volontà espressa attraverso i referendum. Qui si deve intercettare lo spirito di cambiamento che anima l’Italia del 2018 e che i cittadini hanno espresso così chiaramente con il voto del 4 marzo. Le istituzioni sono assolutamente tenute a farsi carico della richiesta di cambiamento, se non vogliono diventare vuote e inaridirsi. L’intento di rinnovamento deve essere la linfa vitale di questa legislatura. Il rinnovamento ha un significato molto chiaro: cominciare a fare scelte che guardino al bene di tutti e non solo di una piccola parte. Gli squilibri che in questi anni si sono creati vanno riequilibrati. Per questo è ora prioritario andare verso il superamento definitivo dei privilegi. Il taglio ai costi della politica deve essere uno dei principali obiettivi di questa legislatura (Applausi). Sono profondamente convinto che si debbano e si possano razionalizzare i costi della Camera dei deputati, senza per questo tagliare i costi della democrazia. Qualcosa è stato fatto, ma c’è ancora tantissimo da fare. Occorre andare avanti, perché certi interventi, che ancora oggi qualcuno riduce a una mera questione di bilancio dello Stato, toccano, in realtà, due temi cruciali della nostra democrazia: il rispetto per la cosa pubblica e il rapporto di fiducia tra i cittadini e la più alta istituzione rappresentativa. Questa fiducia non si costruisce con proclami o dichiarazioni d’intento, ma solo attraverso l’esempio, le azioni concrete, le nostre scelte quotidiane e i voti che quest’Aula esprimerà. Dobbiamo aprire ancora di più quest’Aula ai cittadini sia in senso fisico sia valorizzando gli istituti di democrazia diretta previsti dalla Costituzione, per esempio attraverso le previsioni di tempi certi per l’esame delle proposte di legge d’iniziativa popolare (Applausi). Ma non solo. Penso a come le Camere, condividendo una riflessione avviata in altri ordinamenti, possano anche diventare luoghi per utilizzare le nuove tecnologie digitali a supporto del processo legislativo per coinvolgere maggiormente le persone. Quello dell’innovazione è un tema su cui in questi anni si è fatto un lavoro significativo. A questo proposito, voglio esprimere un ringraziamento a tutto il personale dell’amministrazione della Camera dei deputati, che è un modello di qualità nel panorama europeo (Applausi). Bisogna continuare su questa strada: le innovazioni devono andare di pari passo con altri importanti interventi che potrebbero essere realizzati nell’ambito di una riforma del Regolamento della Camera dei deputati, perché è anche da qui che passa il miglioramento della qualità della vita di tutti. Si tratta di interventi a cui non possiamo sottrarci, anche alla luce delle recenti novità introdotte al Senato della Repubblica. In questo senso il mio impegno come Presidente della Camera sarà ispirato a tre principi: garantire un alto livello qualitativo della discussione parlamentare; garantire il rispetto di tutte le componenti, sia di maggioranza che di opposizione; interpretare lo spirito di cambiamento che i cittadini ci hanno espresso nelle ultime consultazioni elettorali. Consentitemi ora una riflessione di carattere più generale. Se il Parlamento deve essere il luogo di analisi e di visione di lungo periodo, deve dare una risposta alle domande: quale legislazione vogliamo produrre? Quali strumenti adottare e come usarli per governare i processi economici e sociali? È necessario porre fine a un modo di legiferare confuso, fatto di aggiustamenti continui, deroghe, estensioni, perché questo modo crea incertezze e diventa un danno per tutti i cittadini e per la crescita del Paese. Mi piace immaginare il Parlamento come un’istituzione pensante, come istituzione culturale che si interroga su cosa deve fare. Un Parlamento capace di esprimere una visione di Paese è un Parlamento che rispetta i cittadini e ispira in loro il senso di appartenenza e di fiducia nel futuro e nella classe politica. E quando i cittadini sentono che le loro richieste sono ascoltate, che è data una risposta ai loro bisogni, allora consolidano il loro essere comunità: è in quel momento che si crea unione e coesione. Una comunità unita non può tollerare nessuna forma di illegalità e non si rassegna di fronte alle ingiustizie; anzi, è capace di rispondere con determinazione perché ha la forza che gli deriva dal sentirsi pienamente rappresentata e rispettata dalle istituzioni. Così, ogni richiesta di pizzo a un imprenditore non sarà più un attacco al singolo, ma a tutta la collettività; ogni ragazzo che abbandona la scuola e sceglie la via dello spaccio e della violenza sarà una sconfitta per tutti noi; ogni individuo che non riesce a vivere un’esistenza dignitosa sarà una vergogna e una responsabilità per tutti. È solo ritrovando lo spirito di essere comunità di cittadini che possiamo recuperare il senso dello Stato che vogliamo incarnare: portare equilibrio laddove ci sono squilibri, in modo che nessuno debba più sentirsi ai margini e tutti riescano ad esprimere le proprie potenzialità. È dall’individuo che bisogna ripartire. Per questo motivo, voglio concludere con l’auspicio che in quest’Aula ciascuno di noi porti avanti il proprio impegno, con la continua tensione al miglioramento, andando a superare persino l’espressione migliore di se stesso, perché sono fermamente convinto che la bontà di ciò che possiamo realizzare sia sempre frutto del valore umano che mettiamo nelle nostre azioni. Auguri di buon lavoro a tutti e coraggio (L’Assemblea si leva in piedi – Vivi, prolungati applausi - Il Presidente Roberto Fico scambia un saluto con la Presidente Laura Boldrini)!	
			Ordine del giorno della prossima seduta.
ROBERTO FICO	PRESIDENTE	Ricordo che l’articolo 14, comma 3, del Regolamento prevede che i deputati debbano dichiarare al Segretario generale della Camera, entro due giorni dalla prima seduta, a quale gruppo parlamentare appartengono. La dichiarazione dovrà pertanto essere effettuata entro il prossimo lunedì 26 marzo 2018. Martedì 27 marzo 2018, alle ore 15,30, i deputati aderenti ai gruppi parlamentari, nonché quelli che faranno parte del gruppo Misto, sono convocati simultaneamente per procedere all’elezione del presidente e degli altri organi direttivi dei gruppi stessi, secondo quanto previsto all’articolo 15, comma 1, del Regolamento. La Camera tornerà a riunirsi giovedì 29 marzo 2018, alle ore 11, con il seguente ordine del giorno: votazione per l’elezione di quattro Vicepresidenti, tre Questori e otto Segretari.	
			La seduta termina alle 13,50.
			IL CONSIGLIERE CAPO
			DEL SERVIZIO RESOCONTI
			ESTENSORE DEL PROCESSO VERBALE
			Dott. Renzo Dickmann
			Licenziato per la stampa alle 15,10 del 24 marzo 2018 .
