speaker	role	text	extra
MARIA EDERA SPADONI	PRESIDENTE	Comunico il risultato della votazione per l’elezione di un Segretario di Presidenza, ai sensi dell’articolo 5, commi 5 e 6, del Regolamento: Presenti e votanti…….. 531 Hanno ottenuto voti: Colucci 232. Voti dispersi………10 Schede bianche…. 273 Schede nulle……....16 Proclamo eletto Segretario di Presidenza il deputato Ale Colucci. Hanno preso parte alla votazione: Acquaroli Francesco Acunzo Nicola Adelizzi Cosimo Aiello Davide Aiello Piera Alaimo Roberta Alemanno Maria Soave Amitrano Alessandro Andreuzza Giorgia Angiola Nunzio Annibali Lucia Anzaldi Michele Aprea Valentina Aprile Nadia Aresta Giovanni Luca Ascani Anna Ascari Stefania Azzolina Lucia Badole Mirco Bagnasco Roberto Baldelli Simone Baldino Vittoria Baratto Raffaele Barbuto Elisabetta Maria Baroni Annalisa Baroni Massimo Enrico Bartolozzi Giusi Battilocchio Alessandro Bazzaro Alex Bella Marco Bellachioma Giuseppe Ercole Bellucci Maria Teresa Belotti Daniele Benamati Gianluca Bendinelli Davide Benedetti Silvia Benigni Stefano Benvenuto Alessandro Manuel Berardini Fabio Bianchi Matteo Luigi Biancofiore Michaela Bignami Galeazzo Billi Simone Bilotti Anna Binelli Diego Bisa Ingrid Bitonci Massimo Boccia Francesco Boldi Rossana Boldrini Laura Bologna Fabiola Bond Dario Boniardi Fabio Massimo Bonomo Francesca Bordo Michele Bordonali Simona Borghese Mario Borghi Claudio Borghi Enrico Braga Chiara Brunetta Renato Bruno Bossio Vincenza Bruno Raffaele Bucalo Carmela Buompane Giuseppe Businarolo Francesca Butti Alessio Cabras Pino Cadeddu Luciano Caffaratto Gualtiero Caiata Salvatore Calabria Annagrazia Cannatelli Pasquale Cannizzaro Francesco Cantini Laura Cantone Carla Cantone Luciano Caon Roberto Caparvi Virginio Capitanio Massimiliano Cappellacci Ugo Cappellani Santi Carabetta Luca Carbonaro Alessandra Cardinale Daniela Carè Nicola Carelli Emilio Caretta Maria Cristina Carfagna Maria Rosaria Carnevali Elena Carrara Maurizio Casa Vittoria Casciello Luigi Casino Michele Caso Andrea Cassese Gianpaolo Cassinelli Roberto Castelli Laura Cataldi Roberto Cattaneo Alessandro Cattoi Maurizio Cattoi Vanessa Cavandoli Laura Ceccanti Stefano Cecchetti Fabrizio Cenni Susanna Centemero Giulio Cestari Emanuele Chiazzese Giuseppe Ciaburro Monica Ciampi Lucia Cillis Luciano Cimino Rosalba Ciprini Tiziana Cirielli Edmondo Coin Dimitri Colaninno Matteo Colla Jari Colletti Andrea Colmellere Angela Colucci Ale Comaroli Silvana Andreina Comencini Vito Cominardi Claudio Conte Federico Corda Emanuela Corneli Valentina Cortelazzo Piergiorgio Costa Enrico Costanzo Jessica Covolo Silvia Crippa Davide Cristina Mirella Critelli Francesco Crosetto Guido Cubeddu Sebastiano Cunial Sara Currò Giovanni Dadone Fabiana Daga Federica D'alessandro Camillo Dall'osso Matteo D'ambrosio Giuseppe Dara Andrea D'arrando Celeste D'attis Mauro De Angelis Sara De Carlo Luca De Carlo Sabrina De Filippo Vito De Girolamo Carlo Ugo De Lorenzis Diego De Lorenzo Rina De Luca Piero De Maria Andrea De Martini Guido De Toma Massimiliano Deiana Paola Deidda Salvatore Del Barba Mauro Del Grosso Daniele Del Monaco Antonio Del Re Emanuela Claudia Del Sesto Margherita Delmastro Delle Vedove Andrea Delrio Graziano D'eramo Luigi D'ettore Felice Maurizio Di Lauro Carmen Di Muro Flavio Di San Martino Lorenzato Luis Roberto Di Sarno Gianfranco Di Stasio Iolanda Di Stefano Manlio Dieni Federica D'incà Federico D'ippolito Giuseppe Donina Giuseppe Cesare Donno Leonardo Donzelli Giovanni Dori Devis D'orso Valentina Durigon Claudio D'uva Francesco Ehm Yana Chiara Emiliozzi Mirella Epifani Ettore Guglielmo Ermellino Alessandra Ermini David Fantinati Mattia Fantuz Marica Faro Marialuisa Fasano Vincenzo Fascina Marta Antonia Fassina Stefano Fatuzzo Carlo Federico Antonio Ferraresi Vittorio Ferrari Roberto Paolo Ferri Cosimo Maria Ferro Wanda Fiano Emanuele Ficara Paolo Fioramonti Lorenzo Fiorini Benedetta Flati Francesca Fogliani Ketty Fontana Ilaria Fontana Lorenzo Forciniti Francesco Formentini Paolo Fornaro Federico Foscolo Sara Foti Tommaso Fraccaro Riccardo Fragomeli Gian Mario Frassinetti Paola Frate Flora Fregolent Silvia Frusone Luca Fugatti Maurizio Furgiuele Domenico Fusacchia Alessandro Gadda Maria Chiara Gagliardi Manuela Gagnarli Chiara Galantino Davide Galizia Francesca Galli Dario Gallinella Filippo Gallo Luigi Garavaglia Massimo Gariglio Davide Gastaldi Flavio Gava Vannia Gebhard Renate Gelmini Mariastella Gemmato Marcello Gerardi Francesca Giaccone Andrea Giachetti Roberto Giacometti Antonietta Giacometto Carlo Giacomoni Sestino Giannone Veronica Giarrizzo Andrea Giglio Vigna Alessandro Giordano Conny Giorgetti Giancarlo Giorgis Andrea Giuliano Carla Giuliodori Paolo Gobbato Claudia Grande Marta Gribaudo Chiara Grillo Giulia Grimaldi Nicola Grimoldi Paolo Grippa Carmela Gubitosa Michele Guerini Lorenzo Guidesi Guido Gusmeroli Alberto Luigi Ianaro Angela Incerti Antonella Invernizzi Cristian Invidia Niccolò Iorio Marianna Iovino Luigi L'abbate Giuseppe Labriola Vincenza Lapia Mara Latini Giorgia Lattanzio Paolo Lazzarini Arianna Legnaioli Donatella Librandi Gianfranco Licatini Caterina Liuni Marzio Liuzzi Mirella Locatelli Alessandra Lolini Mario Lollobrigida Francesco Lombardo Antonio Lorefice Marialucia Lorenzin Beatrice Lorenzoni Eva Lorenzoni Gabriele Lovecchio Giorgio Lucaselli Ylenja Lupi Maurizio Maccanti Elena Macina Anna Magi Riccardo Maglione Pasquale Manca Alberto Manca Gavino Mancini Claudio Mandelli Andrea Maniero Alvise Manzato Franco Manzo Teresa Maraia Generoso Marchetti Riccardo Augusto Mariani Felice Marin Marco Marino Bernardo Marrocco Patrizia Martinciglio Vita Martino Antonio Marzana Maria Maschio Ciro Masi Angela Maturi Filippo Mauri Matteo Mazzetti Erica Melicchio Alessandro Menga Rosa Miceli Carmelo Micillo Salvatore Migliorino Luca Milanato Lorena Misiti Carmelo Massimo Molinari Riccardo Mollicone Federico Molteni Nicola Montaruli Augusta Morani Alessia Morelli Alessandro Moretto Sara Morgoni Mario Morrone Jacopo Moschioni Daniele Mugnai Stefano Mulè Giorgio Murelli Elena Muroni Rossella Musella Graziano Nanni Iolanda Napoli Osvaldo Nappi Silvana Navarra Pietro Nesci Dalila Nevi Raffaele Nobili Luciano Noja Lisa Novelli Roberto Occhiuto Roberto Olgiati Riccardo Orlando Andrea Orrico Anna Laura Orsini Andrea Osnato Marco Pagani Alberto Pagano Ubaldo Paita Raffaella Palazzotto Erasmo Pallini Maria Palmieri Antonio Palmisano Valentina Panizzut Massimiliano Paolini Luca Rodolfo Papiro Antonella Parentela Paolo Parisse Martina Parolo Ugo Pastorino Luca Patassini Tullio Patelli Cristina Paternoster Paolo Paxia Maria Laura Pedrazzini Claudio Pella Roberto Pellicani Nicola Pentangelo Antonio Perantoni Mario Perconti Filippo Giuseppe Perego Di Cremnago Matteo Pettarin Guido Germano Pettazzi Lino Pezzopane Stefania Piastra Carlo Picchi Guglielmo Piccoli Nardelli Flavia Pignatone Dedalo Cosimo Gaetano Pittalis Pietro Plangger Albrecht Polidori Catia Pollastrini Barbara Polverini Renata Porchietto Claudia Potenti Manfredi Prestigiacomo Stefania Prestipino Patrizia Pretto Erik Umberto Prisco Emanuele Provenza Nicola Racchella Germano Raciti Fausto Raduzzi Raphael Raffa Angela Raffaelli Elena Ribolla Alberto Ricciardi Riccardo Ripani Elisabetta Rixi Edoardo Rizzetto Walter Rizzo Gianluca Rizzone Marco Romaniello Cristian Romano Paolo Nicolò Rosato Ettore Rospi Gianluca Rossello Cristina Rossi Andrea Rossini Emanuela Rossini Roberto Rosso Roberto Rotelli Mauro Rotta Alessia Ruffino Daniela Ruggieri Andrea Ruggiero Francesca Anna Ruocco Carla Russo Giovanni Saccani Gloria Saitta Eugenio Salafia Angela Saltamartini Barbara Sangregorio Eugenio Sapia Francesco Sarli Doriana Sarro Carlo Sasso Rossano Savino Elvira Savino Sandra Scagliusi Emanuele Scalfarotto Ivan Scanu Lucia Scerra Filippo Schirò Angela Schullian Manfred Scoma Francesco Scutellà Elisa Segnana Stefania Segneri Enrica Sensi Filippo Serritella Davide Sgarbi Vittorio Siani Paolo Sibilia Carlo Sibilia Cosimo Silli Giorgio Silvestri Rachele Silvestroni Marco Siracusano Matilde Siragusa Elisa Sisto Francesco Paolo Sodano Michele Sorte Alessandro Soverini Serse Sozzani Diego Spadafora Vincenzo Spena Maria Speranza Roberto Spessotto Arianna Sportiello Gilda Squeri Luca Stefani Alberto Suriano Simona Sut Luca Tabacci Bruno Tarantino Leonardo Tasso Antonio Tateo Anna Rita Termini Guia Terzoni Patrizia Testamento Rosa Alba Tiramani Paolo Toccafondi Gabriele Tofalo Angelo Tomasi Maura Tombolato Giovanni Battista Topo Raffaele Torto Daniela Trano Raffaele Traversi Roberto Tripiedi Davide Tripodi Elisa Tripodi Maria Trizzino Giorgio Troiano Francesca Tucci Riccardo Turri Roberto Tuzi Manuel Ungaro Massimo Vacca Gianluca Valbusa Vania Valente Simone Valentini Valentino Vallascas Andrea Vallotto Sergio Varchi Maria Carolina Varrica Adriano Vazio Franco Versace Giuseppina Vianello Giovanni Vietina Simona Vignaroli Stefano Villani Virginia Villarosa Alessio Viscomi Antonio Vitiello Catello Vito Elio Viviani Lorenzo Vizzini Gloria Volpi Leda Volpi Raffaele Zanella Federica Zanettin Pierantonio Zangrillo Paolo Zanichelli Davide Zanotelli Giulia Zardini Diego Zennaro Antonio Zicchieri Francesco Ziello Edoardo Zoffili Eugenio Zolezzi Alberto Zordan Adolfo Zucconi Riccardo Si sono astenuti: Nessuno Sono in missione: Boschi Maria Elena Cancelleri Azzurra Pia Maria Carinelli Paola De Micheli Paola Fontana Gregorio Franceschini Dario Gentiloni Silveri Paolo Giacomelli Antonello Lotti Luca Migliore Gennaro Padoan Pietro Carlo Pizzetti Luciano Ravetto Laura Terzi Claudia Maria	
			Modifica nella composizione di gruppi parlamentari.
MARIA EDERA SPADONI	PRESIDENTE	Comunico che, con lettera pervenuta in data odierna, il deputato Manfred Schullian ha reso noto che l’assemblea del gruppo parlamentare Misto lo ha eletto, in pari data, presidente del gruppo medesimo. Comunico altresì che, con lettera pervenuta in data odierna, è stato reso noto che, a seguito delle dimissioni del deputato Manfred Schullian da rappresentante della componente politica “Minoranze linguistiche”, i deputati Renate Gebhard, Albrecht Plangger, Emanuela Rossini e Manfred Schullian hanno proceduto in pari data alla nomina della deputata Renate Gebhard quale nuova rappresentante della suddetta componente. Comunico infine che il Presidente del gruppo parlamentare Misto, con lettera in data odierna, ha reso noto che la deputata Renate Gebhard è stata nominata vicepresidente del gruppo in rappresentanza della componente politica “Minoranze linguistiche”.	
			Modifica nella composizione dell’Ufficio di presidenza di un gruppo parlamentare.
MARIA EDERA SPADONI	PRESIDENTE	Comunico che, con lettera pervenuta in data odierna, il deputato Costa, già iscritto al gruppo parlamentare Misto, ha dichiarato di aderire al gruppo parlamentare Forza Italia-Berlusconi Presidente. La presidenza di tale gruppo, con lettera pervenuta in pari data, ha comunicato di aver accolto la richiesta.	
			Ordine del giorno della prossima seduta.
MARIA EDERA SPADONI	PRESIDENTE	Comunico che, con lettera pervenuta in data odierna, il presidente del gruppo parlamentare Lega-Salvini Premier ha reso noto che sono stati eletti quali ulteriori vicepresidenti del gruppo i deputati Massimo Bitonci, Edoardo Rixi, Riccardo Molinari e Francesco Zicchieri.	
			La seduta termina alle 17,30.
			IL CONSIGLIERE CAPO
			DEL SERVIZIO RESOCONTI
			ESTENSORE DEL PROCESSO VERBALE
			Dott. Renzo Dickmann
			Licenziato per la stampa alle 18,25.
