speaker	role	text	extra
MARIA ROSARIA CARFAGNA	PRESIDENTE	L’ordine del giorno reca la votazione per l’elezione di tre Segretari di Presidenza, ai sensi dell’articolo 5, comma 8, del Regolamento, a seguito della cessazione dalle rispettive cariche dei deputati Raffaele Volpi, Vincenzo Spadafora e Carlo Sibilia, dimissionari in quanto chiamati a far parte del Governo. Conformemente alla prassi relativa alle votazioni per schede, la chiama sarà effettuata secondo l’ordine alfabetico. Avverto che, ai sensi degli articoli 5, comma 8, e 56, comma 1, del Regolamento, ciascun deputato può scrivere sulla scheda fino a due nominativi. Le schede recanti più di due nominativi saranno considerate nulle. Saranno, altresì, considerate nulle le schede recanti segni di riconoscimento. Avverto, inoltre, che, avendo taluni deputati lo stesso cognome, ove si intenda votare per uno di essi, occorrerà indicare sulla scheda - ai fini della attribuzione del voto - sia il cognome, sia il nome dell’interessato. In mancanza dell’indicazione del nome, il voto sarà considerato nullo. Saranno eletti coloro che ottengono il maggior numero di voti. Indìco la votazione per schede. Per agevolare le operazioni di voto, invito i deputati ad avvicinarsi al banco della Presidenza seguendo il proprio turno di votazione, che è evidenziato sul tabellone elettronico, evitando quindi di stazionare nell’emiciclo e di rendere così più difficoltosa l’espressione del voto. Avverto che, come da prassi, al fine di garantire un ordinato svolgimento della votazione, la Presidenza accoglierà un numero di richieste di anticipazione del voto fino ad un massimo del tre per cento della consistenza numerica di ciascun gruppo. Invito i deputati segretari a procedere alla prima chiama. (Segue la votazione) (Segue la votazione)	
			La seduta, sospesa alle 12,05, è ripresa alle 12,35.
			Comunicazione del risultato per l'elezione di tre Segretari di Presidenza, ai sensi dell'articolo 5, comma 8, del Regolamento.
MARIA ROSARIA CARFAGNA	PRESIDENTE	Dichiaro chiusa la votazione. Invito i deputati segretari a procedere allo spoglio delle schede. La seduta è sospesa.	
			Cessazione della Commissione speciale istituita ai sensi dell’articolo 22, comma 2, del Regolamento.
MARIA ROSARIA CARFAGNA	PRESIDENTE	Comunico il risultato per l'elezione di tre Segretari di Presidenza, ai sensi dell'articolo 5, comma 8, del Regolamento. Presenti e votanti……..551 Hanno ottenuto voti: Tateo 266; Daga 249; Amitrano 248. Voti dispersi…………….9 Schede bianche……….103 Schede nulle…………….6 Proclamo eletti Segretari di Presidenza i deputati Tateo, Daga e Amitrano (Applausi). Hanno preso parte alla votazione: Acquaroli Francesco Acunzo Nicola Adelizzi Cosimo Aiello Davide Aiello Piera Alaimo Roberta Alemanno Maria Soave Amitrano Alessandro Andreuzza Giorgia Angelucci Antonio Angiola Nunzio Annibali Lucia Anzaldi Michele Aprea Valentina Aresta Giovanni Luca Ascani Anna Ascari Stefania Azzolina Lucia Badole Mirco Bagnasco Roberto Baldelli Simone Baldino Vittoria Baratto Raffaele Barbuto Elisabetta Maria Barelli Paolo Baroni Massimo Enrico Bartolozzi Giusi Basini Giuseppe Battelli Sergio Battilocchio Alessandro Bazoli Alfredo Bazzaro Alex Bella Marco Bellachioma Giuseppe Ercole Bellucci Maria Teresa Belotti Daniele Bendinelli Davide Benedetti Silvia Benigni Stefano Benvenuto Alessandro Manuel Berardini Fabio Berlinghieri Marina Bersani Pier Luigi Berti Francesco Bianchi Matteo Luigi Bignami Galeazzo Billi Simone Bilotti Anna Binelli Diego Bisa Ingrid Bitonci Massimo Boldi Rossana Boldrini Laura Bologna Fabiola Bonafede Alfonso Bond Dario Boniardi Fabio Massimo Bonomo Francesca Bordonali Simona Borghi Claudio Borghi Enrico Braga Chiara Brescia Giuseppe Brunetta Renato Bruno Raffaele Bruno Bossio Vincenza Bucalo Carmela Buffagni Stefano Buompane Giuseppe Businarolo Francesca Cabras Pino Cadeddu Luciano Caffaratto Gualtiero Caiata Salvatore Calabria Annagrazia Cancelleri Azzurra Pia Maria Cannatelli Pasquale Cantalamessa Gianluca Cantini Laura Cantone Carla Cantone Luciano Caon Roberto Caparvi Virginio Capitanio Massimiliano Carabetta Luca Carbonaro Alessandra Cardinale Daniela Carè Nicola Carelli Emilio Caretta Maria Cristina Carnevali Elena Carrara Maurizio Casa Vittoria Casciello Luigi Casino Michele Caso Andrea Cassese Gianpaolo Cassinelli Roberto Castiello Giuseppina Cataldi Roberto Cattaneo Alessandro Cattoi Maurizio Cattoi Vanessa Cavandoli Laura Ceccanti Stefano Cecchetti Fabrizio Cecconi Andrea Cenni Susanna Centemero Giulio Cestari Emanuele Chiazzese Giuseppe Ciaburro Monica Ciampi Lucia Cillis Luciano Cimino Rosalba Coin Dimitri Colla Jari Colmellere Angela Colucci Alessandro Comaroli Silvana Andreina Comencini Vito Cominardi Claudio Conte Federico Corda Emanuela Corneli Valentina Cortelazzo Piergiorgio Costa Enrico Costanzo Jessica Covolo Silvia Crippa Andrea Crippa Davide Crosetto Guido Cubeddu Sebastiano Cunial Sara Currò Giovanni Daga Federica Dal Moro Gian Pietro Dall'Osso Matteo D'Ambrosio Giuseppe Dara Andrea D'Arrando Celeste D'Attis Mauro De Angelis Sara De Carlo Luca De Carlo Sabrina De Filippo Vito De Giorgi Rosalba De Girolamo Carlo Ugo De Lorenzis Diego De Lorenzo Rina De Luca Piero De Maria Andrea De Martini Guido De Menech Roger De Toma Massimiliano Deiana Paola Deidda Salvatore Del Barba Mauro Del Basso De Caro Umberto Del Grosso Daniele Del Monaco Antonio Del Re Emanuela Claudia Del Sesto Margherita Delmastro Delle Vedove Andrea Delrio Graziano D'Eramo Luigi D'Ettore Felice Maurizio Di Lauro Carmen Di Maio Luigi Di Maio Marco Di Muro Flavio Di San Martino Lorenzato Luis Roberto Di Sarno Gianfranco Di Stasio Iolanda Dieni Federica D'Incà Federico D'Ippolito Giuseppe Donina Giuseppe Cesare Donno Leonardo Donzelli Giovanni Dori Devis D'Orso Valentina Durigon Claudio D'Uva Francesco Ehm Yana Chiara Emiliozzi Mirella Epifani Ettore Guglielmo Ermellino Alessandra Ermini David Fantuz Marica Faro Marialuisa Fasano Vincenzo Fascina Marta Antonia Fassina Stefano Fatuzzo Carlo Federico Antonio Ferraioli Marzia Ferraresi Vittorio Ferrari Roberto Paolo Ferri Cosimo Maria Ferro Wanda Ficara Paolo Fidanza Carlo Fiorini Benedetta Flati Francesca Fogliani Ketty Fontana Gregorio Fontana Ilaria Fontana Lorenzo Forciniti Francesco Formentini Paolo Fornaro Federico Foscolo Sara Foti Tommaso Fraccaro Riccardo Fragomeli Gian Mario Franceschini Dario Frassinetti Paola Frassini Rebecca Frate Flora Fregolent Silvia Frusone Luca Fugatti Maurizio Furgiuele Domenico Fusacchia Alessandro Gagliardi Manuela Gagnarli Chiara Galantino Davide Galizia Francesca Galli Dario Gallinella Filippo Gallo Luigi Garavaglia Massimo Gariglio Davide Gastaldi Flavio Gava Vannia Gebhard Renate Gelmini Mariastella Gemmato Marcello Gerardi Francesca Germanà Antonino Giaccone Andrea Giachetti Roberto Giacometti Antonietta Giacometto Carlo Giacomoni Sestino Giannone Veronica Giarrizzo Andrea Giglio Vigna Alessandro Giordano Conny Giorgetti Giancarlo Giorgis Andrea Giuliano Carla Giuliodori Paolo Gobbato Claudia Golinelli Guglielmo Grande Marta Gribaudo Chiara Grillo Giulia Grimaldi Nicola Grimoldi Paolo Grippa Carmela Gubitosa Michele Guerini Lorenzo Guidesi Guido Gusmeroli Alberto Luigi Ianaro Angela Iezzi Igor Giancarlo Incerti Antonella Invernizzi Cristian Invidia Niccolò Iorio Marianna Iovino Luigi La Marca Francesca L'Abbate Giuseppe Labriola Vincenza Lacarra Marco Lapia Mara Latini Giorgia Lattanzio Paolo Lazzarini Arianna Legnaioli Donatella Lepri Stefano Librandi Gianfranco Liuni Marzio Liuzzi Mirella Lo Monte Carmelo Locatelli Alessandra Lolini Mario Lollobrigida Francesco Lombardo Antonio Lorefice Marialucia Lorenzin Beatrice Lorenzoni Eva Lorenzoni Gabriele Lotti Luca Lovecchio Giorgio Lucaselli Ylenja Lucchini Elena Lupi Maurizio Maccanti Elena Macina Anna Madia Maria Anna Maggioni Marco Magi Riccardo Maglione Pasquale Mammì Stefania Manca Alberto Manca Gavino Mancini Claudio Mandelli Andrea Maniero Alvise Manzato Franco Manzo Teresa Maraia Generoso Marchetti Riccardo Augusto Mariani Felice Marin Marco Marino Bernardo Martina Maurizio Martinciglio Vita Martino Antonio Marzana Maria Maschio Ciro Masi Angela Maturi Filippo Mauri Matteo Mazzetti Erica Melicchio Alessandro Menga Rosa Micillo Salvatore Migliorino Luca Milanato Lorena Minardo Antonino Misiti Carmelo Massimo Molinari Riccardo Mollicone Federico Molteni Nicola Montaruli Augusta Mor Mattia Morelli Alessandro Morgoni Mario Morrone Jacopo Moschioni Daniele Mugnai Stefano Mulè Giorgio Mura Andrea Mura Romina Murelli Elena Muroni Rossella Musella Graziano Napoli Osvaldo Nappi Silvana Nardi Martina Navarra Pietro Nesci Dalila Nevi Raffaele Nitti Michele Nobili Luciano Noja Lisa Novelli Roberto Occhionero Giuseppina Occhiuto Roberto Olgiati Riccardo Orlando Andrea Orrico Anna Laura Orsini Andrea Osnato Marco Pagani Alberto Pagano Alessandro Pagano Ubaldo Paita Raffaella Pallini Maria Palmisano Valentina Panizzut Massimiliano Paolini Luca Rodolfo Papiro Antonella Parentela Paolo Parisse Martina Parolo Ugo Pastorino Luca Patassini Tullio Patelli Cristina Paternoster Paolo Paxia Maria Laura Pedrazzini Claudio Pella Roberto Pellicani Nicola Perantoni Mario Perconti Filippo Giuseppe Perego Di Cremnago Matteo Pettarin Guido Germano Pettazzi Lino Pezzopane Stefania Piastra Carlo Piccoli Nardelli Flavia Pignatone Dedalo Cosimo Gaetano Pini Giuditta Pizzetti Luciano Plangger Albrecht Polidori Catia Pollastrini Barbara Polverini Renata Porchietto Claudia Potenti Manfredi Prestigiacomo Stefania Prestipino Patrizia Pretto Erik Umberto Prisco Emanuele Provenza Nicola Quartapelle Procopio Lia Racchella Germano Raciti Fausto Raduzzi Raphael Raffa Angela Raffaelli Elena Rampelli Fabio Ravetto Laura Ribolla Alberto Ricciardi Riccardo Ripani Elisabetta Rixi Edoardo Rizzo Gianluca Rizzo Nervo Luca Rizzone Marco Romaniello Cristian Romano Andrea Romano Paolo Nicolò Rospi Gianluca Rossello Cristina Rossi Andrea Rossini Roberto Rosso Roberto Rostan Michela Rotelli Mauro Rotta Alessia Ruffino Daniela Ruggieri Andrea Ruggiero Francesca Anna Ruocco Carla Russo Giovanni Russo Paolo Saccani Jotti Gloria Saitta Eugenio Salafia Angela Saltamartini Barbara Santelli Jole Sapia Francesco Sarli Doriana Sarti Giulia Sasso Rossano Savino Elvira Savino Sandra Scagliusi Emanuele Scalfarotto Ivan Scanu Lucia Scerra Filippo Schirò Angela Schullian Manfred Scoma Francesco Scutellà Elisa Segnana Stefania Segneri Enrica Sensi Filippo Serracchiani Debora Serritella Davide Siani Paolo Sibilia Carlo Sibilia Cosimo Silli Giorgio Silvestri Francesco Silvestri Rachele Silvestroni Marco Siracusano Matilde Siragusa Elisa Sodano Michele Sorte Alessandro Soverini Serse Sozzani Diego Spadafora Vincenzo Spena Maria Spessotto Arianna Sportiello Gilda Squeri Luca Stefani Alberto Stumpo Nicola Suriano Simona Sut Luca Tabacci Bruno Tarantino Leonardo Tartaglione Annaelsa Tasso Antonio Tateo Anna Rita Termini Guia Terzoni Patrizia Testamento Rosa Alba Tiramani Paolo Toccafondi Gabriele Tofalo Angelo Tomasi Maura Tombolato Giovanni Battista Tonelli Gianni Topo Raffaele Torto Daniela Trancassini Paolo Trano Raffaele Traversi Roberto Tripiedi Davide Tripodi Elisa Tripodi Maria Trizzino Giorgio Troiano Francesca Tucci Riccardo Turri Roberto Tuzi Manuel Ungaro Massimo Vacca Gianluca Valente Simone Valentini Valentino Vallascas Andrea Vallotto Sergio Varrica Adriano Vazio Franco Verini Walter Versace Giuseppina Vianello Giovanni Vietina Simona Vignaroli Stefano Villani Virginia Villarosa Alessio Vinci Gianluca Viscomi Antonio Vitiello Catello Vito Elio Viviani Lorenzo Vizzini Gloria Volpi Leda Volpi Raffaele Zanella Federica Zanettin Pierantonio Zangrillo Paolo Zanichelli Davide Zanotelli Giulia Zardini Diego Zennaro Antonio Zicchieri Francesco Ziello Edoardo Zoffili Eugenio Zolezzi Alberto Zordan Adolfo Zucconi Riccardo Sono in missione: Bergamini Deborah Carinelli Paola Castelli Laura Cirielli Edmondo De Micheli Paola Di Stefano Manlio Fantinati Mattia Picchi Guglielmo Rosato Ettore Spadoni Maria Edera Valbusa Vania	
			Interventi di fine seduta (ore 12,36).
MARIA ROSARIA CARFAGNA	PRESIDENTE	Avverto che, a seguito della costituzione delle Commissioni permanenti, il Vicepresidente della Commissione speciale istituita con deliberazione dell’Assemblea del 10 aprile 2018, con lettera del 21 giugno, ha comunicato alla Presidenza che la Commissione stessa ha concluso l’esame di tutti i provvedimenti assegnati, ad eccezione dello schema di decreto ministeriale in materia di aeromobili a pilotaggio remoto (atto n. 2), in relazione al quale l’Ufficio di Presidenza della Commissione speciale concorda sulla riassegnazione alla Commissione competente. Essendo stato acquisito su tale ipotesi l’avviso favorevole dei presidenti di tutti i gruppi, la richiesta di parere parlamentare sullo schema di decreto ministeriale di approvazione del programma pluriennale di A/R n. SMD 04/2017, relativo all’acquisizione di aeromobili a pilotaggio remoto della categoria MALE (Medium Altitude Long Endurance) e potenziamento delle capacità di Intelligence, Surveillance and Reconaissance della Difesa (2) (Atto n. 510 della XVII legislatura), già assegnata alla predetta Commissione speciale, è assegnata, ai sensi del comma 4 dell’articolo 143 del Regolamento, alla IV Commissione (Difesa), nonché, ai sensi del comma 2 dell’articolo 96-ter del Regolamento, alla V Commissione (Bilancio). Conseguentemente, non residuando alcun atto già assegnato alla Commissione speciale, questa si intende cessata dalle sue funzioni.	
MARIA ROSARIA CARFAGNA	PRESIDENTE	Ha chiesto di parlare l’onorevole Montaruli. Ne ha facoltà.	
AUGUSTA MONTARULI	FDI	Grazie, Presidente. Le Olimpiadi del 2026 possono essere un’opportunità per l’Italia e per la città che le ospiterà. Oggi è doveroso questo mio intervento, nonostante quest’Aula vuota, perché il sindaco Appendino andrà a consegnare un dossier al sottosegretario Giorgetti sulla candidatura di Torino, e lo fa in un momento in cui la sua amministrazione dà uno spettacolo assolutamente sconcertante. Torino non è la città delle porte sbattute, non è la città degli psicodrammi, non è la città dei veti incrociati, e quindi, oggi, da torinese, ritengo doveroso difendere la candidatura di Torino, nonostante lo spettacolo indecente che sta dando la giunta 5 Stelle. Lo dico perché Torino è una città che si rimbocca le maniche, che merita di essere in corsa per questo importante evento, merita di essere candidata a queste Olimpiadi, ha già dato prova di saper affrontare un evento di questo tipo e merita, soprattutto, il sostegno in questa fase così delicata. Non merita di certo di arrivare a un importante appuntamento, quale quello di oggi, con un dossier vuoto, che, se dovesse essere votato dall’attuale amministrazione comunale, non troverebbe i voti proprio dei consiglieri che sostengono il sindaco Appendino. Allora, da torinese e da parlamentare oggi l’intervento è doveroso per sostenere Torino, che non è una città litigiosa, ma è una città che ce la può fare.	
MARIA ROSARIA CARFAGNA	PRESIDENTE	Ha chiesto di parlare l’onorevole Casa. Ne ha facoltà.	
VITTORIA CASA	M5S	Grazie, Presidente. Vorrei, seppur modestamente, richiamare l’attenzione di quest’Aula su una vicenda cruciale nella storia recente del nostro Paese. L’oblio sulla morte di Giulio Regeni e la rassegnazione rispetto alla fatica per giungere alla conoscenza di quanto realmente successo sarebbero colpe imperdonabili, che non possiamo permetterci, non dobbiamo permetterci, non vogliamo permetterci. Si avverte, talvolta, questa tentazione: mettiamoci una pietra sopra, quel che è stato è stato, sarà la storia a dirci chi ha le mani sporche del sangue di Giulio. Non c’è dubbio che l’Egitto sia un grande Paese, al quale ci lega un solido rapporto di amicizia e collaborazione; una grande nazione, il cui ruolo è fondamentale per la stabilità e la pace nell’area mediterranea e mediorientale. E non c’è dubbio che per l’Italia sia importante, dal punto di vista geopolitico, commerciale e diplomatico, mantenere buone relazioni con l’Egitto. È altrettanto indubbio, però, che queste positive relazioni non potranno essere pienamente ristabilite e intrattenute, se non per il tramite di un comune impegno, per fare definitivamente e completamente luce sull’uccisione e la tortura di Giulio Regeni, avvenute tra il 25 gennaio e il 3 febbraio 2016. Quando si parla della vita di un nostro giovane concittadino, del dolore di una madre, del dramma irreparabile di una famiglia, non esistono scale di valori o priorità geopolitiche; esiste solo il dovere dello Stato, e di chi ne ricopre le più alte cariche istituzionali, di perseguire, con forza e perseveranza, la verità su una vicenda che, a più di due anni di distanza, presenta ancora troppi lati oscuri, troppe responsabilità da chiarire. Quella di Regeni non è una vicenda privata, un torto personale subito da Giulio e dalla sua famiglia. È una questione nazionale, un fatto che investe la dignità e l’integrità dello Stato italiano. In questo senso bene ha fatto lei, Presidente Fico, a usare parole chiarissime, in nessun modo inequivocabili o strumentalizzabili, parole che brevemente voglio ricordare in questa Assemblea. Lo Stato italiano resta impegnato, perché sia fatta piena luce sulla morte di Giulio Regeni. Chiediamo una verità sostanziale, forte e definitiva. Parole che l’Aula, nella sua interezza, dovrebbe fare proprie e tradurre in concreta azione politica istituzionale. Lo dobbiamo a Giulio, lo dobbiamo alla madre Paola, lo dobbiamo a quel senso di giustizia e di rigore morale, che sempre deve ispirare l’operato di noi, rappresentanti della nazione (Applausi dei deputati del gruppo MoVimento 5 Stelle).	
MARIA ROSARIA CARFAGNA	PRESIDENTE	Ha chiesto di parlare l’onorevole Ianaro. Ne ha facoltà.	
ANGELA IANARO	M5S	Signor Presidente, onorevoli colleghi, ringrazio per la parola e colgo l’occasione per richiamare l’Aula ed il Ministro della salute su una vicenda che ha sollevato sconcerto nella città di Benevento. Mi riferisco all’accorpamento del presidio ospedaliero “Sant’Alfonso Maria de’ Liguori” di Sant’Agata dei Goti con l’azienda ospedaliera Gaetano Rummo di Benevento, stabilito dal decreto n. 8 del commissario ad acta per la sanità ed al contempo governatore della Campania. La sanità in Campania non gode di buona salute e meno che mai a Benevento, dove l’attenzione mia e dei colleghi parlamentari e regionali del MoVimento 5 Stelle è altissima. L’accorpamento nasconde, in realtà, un’opera di smantellamento, che noi, accanto ai cittadini, non condividiamo. Chiediamo, pertanto, di rivedere al più presto il progetto di accorpare il Rummo al Sant’Alfonso. Non si possono unire due ospedali che distano 55 chilometri l’uno dall’altro. Il piano, infatti, prevede il trasferimento di neurochirurgia, neuro-rianimazione ed oncologia, attualmente presenti a Benevento, a Sant’Agata dei Goti; mentre neuroradiologia, anatomia patologica, radioterapia e terapia del dolore rimangono a Benevento, costringendo in tal modo i pazienti ad un continuo trasferimento su ambulanze, da un ospedale all’altro, che ricordo distare 55 chilometri, 55 chilometri di strade interne e dissestate. Infine il polo oncologico, che nascerebbe dall’unione di questi due ospedali, è ancora tutto sulla carta. Si brancola nel buio, manca la previsione della dotazione organica, manca un business plan, con la sostenibilità economica e finanziaria. Quello che non manca è la certezza che si smantella un’eccellenza medica, non solo di Benevento, ma della Campania e dell’intero Sud d’Italia: il Rummo (Applausi dei deputati del gruppo MoVimento 5 Stelle).	
MARIA ROSARIA CARFAGNA	PRESIDENTE	Ha chiesto di parlare l’onorevole Acunzo. Ne ha facoltà.	
NICOLA ACUNZO	M5S	Grazie Presidente, porto alla vostra attenzione un grido di dolore, il grido di dolore che proviene dalla mia terra di origine, Battipaglia, la Piana del Sele. È un grido di dolore che in questi giorni, purtroppo, si è acuito per l’ennesimo disastro ambientale, a causa di un incendio.	
MARIA ROSARIA CARFAGNA	PRESIDENTE	Onorevole Acunzo, funziona male il microfono. Le chiediamo, magari, di cambiare postazione, grazie.	
NICOLA ACUNZO	M5S	Grazie Presidente. L’attenzione è volta a questo grido di dolore, di cui parlavo poc’anzi, che proviene dalla mia terra, Battipaglia, la Piana del Sele, un grido di dolore che in questi giorni si è acuito fortemente per l’ennesimo disastro ambientale, a seguito di un incendio, che purtroppo è una vera e proprio bomba ad orologeria per questo territorio. È una cronaca che questa città, l’intera Piana del Sele, non merita, perché è una terra che, nonostante tutto, riesce ancora a far avere all’Italia, riesce a regalare dei fiori all’occhiello, come la produzione della IV gamma, la III gamma, grazie al sacrificio di imprenditori e di agricoltori, che però devono combattere, continuano a combattere, contro la scelleratezza di chi negli anni ha fatto diventare le acque di questa terra, della Piana del Sele, purtroppo, una sorta di viatico, nel quale sversare tutto ciò che, purtroppo, non porta profitto. È un’agricoltura che deve combattere contro una politica che ha fatto diventare questa terra come una sorta di pattumiera. Battipaglia, purtroppo, è diventata la pattumiera della Piana del Sele. I cittadini di Battipaglia e di tutta la Piana del Sele boccheggiano. È un grido di dolore, è un grido purtroppo d’amore, che in questo momento, in qualche modo, io sto facendo in Aula, perché è una terra che ha necessità che lo Stato intervenga subito. E, a proposito di questo, il mio auspicio è che si apra subito un dossier specifico, denominato Battipaglia-Piana del Sele, all’interno della Commissione d’inchiesta sul ciclo dei rifiuti (Applausi dei deputati del gruppo MoVimento 5 Stelle).	
MARIA ROSARIA CARFAGNA	PRESIDENTE	Ha chiesto di parlare l’onorevole Toccafondi. Ne ha facoltà.	
